<ID|readonly|noverify>;<English>
weapons/cannonHughesMk11Mod0;20 mm Mk 11 cannon
weapons/cannonHughesMk11Mod0/short;Mk 11
weapons/cannonMK11_mod5;Cleetus' Shot-Sprayer
weapons/cannonMK11_mod5/short;Cleetus' Shot-Sprayer
weapons/cannonNR30;WHERE IS THE AMMUNITION?!
weapons/cannonNR30_early;WHER(E) IS THE AMMUNITION?!
weapons/cannonNR30_early/short;WHER(E) IS THE AMMUNITION?!
weapons/cannonType30_1;30 mm Type 30-1 cannon
weapons/cannonType30_1/short;Type 30-1
weapons/cannon2A42;30 mm 2A42 cannon
weapons/cannon2A42/short;2A42
weapons/gunGShG;7.62 mm GShG-7.62 machine gun
weapons/gunGShG_guv;7.62 mm GShG-7.62 machine gun
weapons/gunGShG_guv/short;7.62 mm GShG
weapons/cn_12_7_additionalpod_gun;12.7 mm QJK99-12.7-1 machine gun
weapons/cn_12_7_additionalpod_gun/short;QJK99-12.7-1
weapons/gun_qjk_99_12_7_1;12.7 mm QJK99-12.7-1 machine gun
weapons/gun_qjk_99_12_7_1/short;QJK99-12.7-1
weapons/grenade_launcher_M129;40 mm M129 grenade launcher
weapons/gunM134_Minigun;7.62 mm M134 Minigun machine gun
weapons/grenade_launcher_M129/short;M129
weapons/gunM134_Minigun/short;M134 Minigun
weapons/gunPKA762;7.62 mm PKA machine gun
weapons/gunPKA762/short;PKA
weapons/gunM134_Minigun_default;7.62 mm M134 Minigun machine gun
weapons/gunM134_Minigun_default/short;M134 Minigun
weapons/grenade_launcher_M75;40 mm M75 grenade launcher
weapons/grenade_launcher_M75/short;M75
weapons/su_9M14M;9M14M Malyutka missiles
weapons/su_9M14M/short;9M14M Malyutka
weapons/su_9m14m_default;9M14M Malyutka missiles
weapons/su_9m14m_default/short;9M14M Malyutka
weapons/su_9M14-2;9M14-2 Malyutka-2 missiles
weapons/su_9M14-2/short;9M14-2 Malyutka-2
weapons/su_9M120;9M120 Ataka missiles
weapons/su_9M120/short;9M120 Ataka
weapons/su_9M123;9M123 Khrizantema missiles
weapons/su_9M123/short;9M123 Khrizantema
weapons/su_9M120M;9M120 Ataka missiles
weapons/su_9M120M/short;9M120 Ataka
weapons/su_9M120M_laser_guided;9M120-1 Ataka missiles
weapons/su_9M120M_laser_guided/short;9M120-1 Ataka
weapons/su_9M120M_laser_guided_default;9M120-1 Ataka missiles
weapons/su_9M120M_laser_guided_default/short;9M120-1 Ataka
weapons/us_AGM_22;AGM-22 missiles
weapons/us_AGM_22/short;AGM-22
130mm_of_482m;OF-482M
130mm_br_482b;BR-482B
130mm_djb_1;PL59A-130 HE
130mm_djb_1_smoke;PL59A-130 Smoke
130mm_djb_1_vt;PL59A-130 HE-VT
weapons/130mm_pl_59a_gai_user_cannon;130 mm PL59A Gai Cannon
weapons/flare_launcher;Flares
weapons/flare_launcher/short;Flares
weapons/flare_launcher_jet;Flares
weapons/flare_launcher_jet/short;Flares
flare_launcher;Flares
weapons/fr_sneb_type23_TDA;68 mm TDA rocket
weapons/fr_sneb_type23_TDA/short;TDA 68 mm
weapons/us_hellfire_agm_114_b;AGM-114B Hellfire air-to-ground missiles
weapons/us_hellfire_agm_114_b/short;AGM-114B Hellfire
weapons/us_hellfire_agm_114_b_default;AGM-114B Hellfire air-to-ground missiles
weapons/us_hellfire_agm_114_b_default/short;AGM-114B Hellfire
weapons/us_hellfire_agm_114_k;AGM-114K Hellfire II air-to-ground missiles
weapons/us_hellfire_agm_114_k/short;AGM-114K Hellfire II
weapons/us_hellfire_agm_114_k_default;AGM-114K Hellfire II air-to-ground missiles
weapons/us_hellfire_agm_114_k_default/short;AGM-114K Hellfire II
weapons/us_hellfire_agm_114_k_ucav_default;AGM-114K Hellfire II air-to-ground missiles
weapons/us_hellfire_agm_114_k_ucav_default/short;AGM-114K Hellfire II
weapons/us_hellfire_agm_114_c;AGM-114C Hellfire air-to-ground missiles
weapons/us_hellfire_agm_114_c/short;AGM-114C Hellfire
weapons/us_aim7c_sparrow;The missile doesn't know
weapons/us_aim7c_sparrow/short;The missile doesn't know
weapons/us_aim7d_sparrow;Aim Deez Nuts
weapons/us_aim7d_sparrow/short;Aim Deez Nuts
weapons/us_aim7e_sparrow;AIM-7E Sparrow air-to-air missiles
weapons/us_aim7e_sparrow/short;AIM-7E
weapons/us_aim7e2_sparrow;AIM-7E-2 Sparrow air-to-air missiles
weapons/us_aim7e2_sparrow/short;AIM-7E-2
weapons/us_aim7f_sparrow;AIM-7F Sparrow air-to-air missiles
weapons/us_aim7f_sparrow/short;AIM-7F
weapons/us_aim7f_sparrow_default;AIM-7F Sparrow air-to-air missiles
weapons/us_aim7f_sparrow_default/short;AIM-7F
weapons/us_aim7m_sparrow;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow/short;The Missile Doesn't Know Where It Is
weapons/us_aim7e2_dogfight_sparrow;AIM-7E-2 Sparrow (Dogfight) air-to-air missiles
weapons/us_aim7e2_dogfight_sparrow/short;AIM-7E-2 (DF)
weapons/us_aim7f_sparrow_f_14;AIM-7F Sparrow air-to-air missiles
weapons/us_aim7f_sparrow_f_14/short;AIM-7F
weapons/us_aim7m_sparrow_f_14;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_14/short;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_15;The Missile Doesn't Know Where It Iss
weapons/us_aim7m_sparrow_f_15/short;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_15_default;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_15_default/short;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_16;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_16/short;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_16_default;The Missile Doesn't Know Where It Is
weapons/us_aim7m_sparrow_f_16_default/short;The Missile Doesn't Know Where It Is
weapons/uk_skyflash_aim_7;Metal Pipe 2.0
weapons/uk_skyflash_aim_7/short;Metal Pipe 2.0
weapons/uk_skyflash_aim_7_dogfight;Metal Pipe 2.0 (Dogfight)
weapons/uk_skyflash_aim_7_dogfight/short;Metal Pipe 2.0 (DF)
weapons/uk_skyflash_aim_7_dogfight_default;Metal Pipe 2.0 (Dogfight)
weapons/uk_skyflash_aim_7_dogfight_default/short;Metal Pipe 2.0 (DF)
weapons/uk_skyflash_aim_7_dogfight_tornado;Metal Pipe 2.0 (Dogfight)
weapons/uk_skyflash_aim_7_dogfight_tornado/short;Metal Pipe 2.0 (DF)
weapons/uk_skyflash_aim_7_dogfight_tornado_default;Metal Pipe 2.0 (Dogfight)
weapons/uk_skyflash_aim_7_dogfight_tornado_default/short;Metal Pipe 2.0 (DF)
weapons/uk_skyflash_temp;Metal Pipe 3.0 :GatoMuerte:
weapons/uk_skyflash_temp/short;Metal Pipe 3.0 :GatoMuerte:
weapons/swd_rb71;RB71 (Dogfight) air-to-air missiles
weapons/swd_rb71/short;RB71 (DF)
weapons/swd_rb71_default;RB71 (Dogfight) air-to-air missiles
weapons/swd_rb71_default/short;RB71 (DF)
weapons/swd_rb99;RB 99 air-to-air missiles
weapons/swd_rb99/short;RB 99
weapons/swd_rb99_default;RB 99 air-to-air missiles
weapons/swd_rb99_default/short;RB 99
weapons/us_aim9b_sidewinder;Flares
weapons/us_aim9b_sidewinder/short;Flares
weapons/us_aim9b_sidewinder_default;Flares
weapons/us_aim9b_sidewinder_default/short;Flares
weapons/us_aim9b_sidewinder_default_group;Flares
weapons/us_aim9b_sidewinder_default_group/short;Flares
weapons/us_aim9b_sidewinder_cwp;Flares
weapons/us_aim9b_sidewinder_cwp/short;Flares
weapons/us_aim9b_fgw_2_sidewinder;Flares
weapons/us_aim9b_fgw_2_sidewinder/short;Flares
weapons/us_aim9p4_sidewinder;AIM-9P4 Sidewinder air-to-air missiles
weapons/us_aim9p4_sidewinder/short;AIM-9P4
weapons/us_aim9p4_sidewinder_default;AIM-9P-4 Sidewinder air-to-air missiles
weapons/us_aim9p4_sidewinder_default/short;AIM-9P-4
weapons/us_aim9p_sidewinder;AIM-9P Sidewinder air-to-air missiles
weapons/us_aim9p_sidewinder/short;AIM-9P
weapons/us_aim9p_sidewinder_default;AIM-9P Sidewinder air-to-air missiles
weapons/us_aim9p_sidewinder_default/short;AIM-9P
weapons/us_aim9c_sidewinder;Chaff
weapons/us_aim9c_sidewinder/short;Chaff
weapons/us_aim9c_sidewinder_default;Chaff
weapons/us_aim9c_sidewinder_default/short;Chaff
weapons/us_aim9c_sidewinder_default_group;Chaff
weapons/us_aim9c_sidewinder_default_group/short;Chaff
weapons/us_aim9d_sidewinder;Aim Deez Nuts
weapons/us_aim9d_sidewinder/short;Aim Deez Nuts
weapons/us_aim9d_sidewinder_default;Aim Deez Nuts
weapons/us_aim9d_sidewinder_default/short;Aim Deez Nuts
weapons/us_aim9d_sidewinder_default_group;Aim Deez Nuts
weapons/us_aim9d_sidewinder_default_group/short;Aim Deez Nuts
weapons/us_aim9d_sidewinder_cwp;Aim Deez Nuts
weapons/us_aim9d_sidewinder_cwp/short;Aim Deez Nuts
weapons/us_aim9g_sidewinder;GG EZ
weapons/us_aim9g_sidewinder/short;GG EZ
weapons/us_aim9g_sidewinder_default;GG EZ
weapons/us_aim9g_sidewinder_default/short;GG EZ
weapons/us_aim9h_sidewinder;AIM-9H Sidewinder air-to-air missiles
weapons/us_aim9h_sidewinder/short;AIM-9H
weapons/us_aim9j_sidewinder;J J JJJ J
weapons/us_aim9j_sidewinder/short;J J JJJ J
weapons/us_aim9j_sidewinder_default;J J JJJ J
weapons/us_aim9j_sidewinder_default/short;J J JJJ J
weapons/us_aim_54a;WHAT THE FUCK IS A KILOMETEEEEEEEER
weapons/us_aim_54a/short;WHAT THE FUCK IS A KILOMETEEEEEEEER
weapons/us_aim_54a_default;WHAT THE FUCK IS A KILOMETEEEEEEEER
weapons/us_aim_54a_default/short;WHAT THE FUCK IS A KILOMETEEEEEEEER
weapons/us_aim_54c;WHAT THE FUCK IS A KILOMETEEEEEEEEEER (red white and blue ver)
weapons/us_aim_54c/short;WHAT THE FUCK IS A KILOMETEEEEEEEEEER (red white and blue ver)
weapons/us_aim_54c_default;WHAT THE FUCK IS A KILOMETEEEEEEEEEER (red white and blue ver)
weapons/us_aim_54c_default/short;AIM-54C
weapons/us_aim_120a;Ram deez nuts
weapons/us_aim_120a/short;Ram deez nuts
weapons/us_aim_120a_default;Ram deez nuts
weapons/us_aim_120a_default/short;Ram deez nuts
weapons/us_aim_120b_default;AIM-120B air-to-air missiles
weapons/us_aim_120b_default/short;AIM-120B
weapons/us_aim_120b;AIM-120B air-to-air missiles
weapons/us_aim_120b/short;AIM-120B
weapons/us_aim_120b_bol_pod;AIM-120B air-to-air missiles
weapons/us_aim_120b_bol_pod/short;AIM-120B
weapons/uk_fireflash; Metal Pipe
weapons/uk_fireflash/short; Metal Pipe
weapons/uk_sraam;ASSRAAM
weapons/uk_sraam/short;ASSRAAM
weapons/uk_sraam_default;ASSRAAM
weapons/uk_sraam_default/short;ASSRAAM
weapons/il_shafrir_1;Shafrir air-to-air missiles
weapons/il_shafrir_1/short;Shafrir
weapons/il_shafrir_2;Shafrir 2 air-to-air missiles
weapons/il_shafrir_2/short;Shafrir 2
weapons/il_shafrir_2_default;Shafrir 2 air-to-air missiles
weapons/il_shafrir_2_default/short;Shafrir 2
weapons/il_pyton_3;Pyton :3 air-to-air missiles
weapons/il_pyton_3/short;Pyton :3
weapons/il_pyton_3_default;Python :3 air-to-air missiles
weapons/il_pyton_3_default/short;Python :3
weapons/il_pyton_4;Python 4 air-to-air missiles
weapons/il_pyton_4/short;Python 4
weapons/il_derby;TIE ME TO A MISSILE AND FIRE ME AT GAZA
weapons/il_derby/short;TIE ME TO A MISSILE AND FIRE ME AT GAZA
weapons/il_derby_default;TIE ME TO A MISSILE AND FIRE ME AT GAZA
weapons/il_derby_default/short;TIE ME TO A MISSILE AND FIRE ME AT GAZA
weapons/r_darter;Re-Tarder air-to-air missiles
weapons/r_darter/short;Re-Tarder
weapons/r_darter_default;Re-Tarder air-to-air missiles
weapons/r_darter_default/short;Re-Tarder
us_aim9b_sidewinder;Flares
us_aim9c_sidewinder;Chaff
us_aim9d_sidewinder;AIM Deez Nuts
us_aim9e_sidewinder;Flares reinforced
us_aim9g_sidewinder;GG EZ
us_aim9h_sidewinder;AIM-9H
us_aim9j_sidewinder;J J JJJ J
us_aim9l_sidewinder;Catch this L
us_aim9l_i_sidewinder;AIM-9L/I
us_aim9l_i_sidewinder_default;AIM-9L/I
us_aim9l_sidewinder_default;Catch this L
us_aim9l_sidewinder_default_bol_pod;Catch this L
us_aim9l_sidewinder_bol_pod;Catch this L
us_aim9p_sidewinder;AIM-9P
us_aim9m_sidewinder;John Cena
us_aim9m_sidewinder_default;John Cena
us_aim9m_sidewinder_bol_pod;John Cena
su_r_73;R-73
su_r_73/short;R-73
su_r_73_default;R-73
su_r_73_default/short;R-73
weapons/su_r_60mk;Moth
weapons/su_r_60mk/short;Moth
weapons/su_r_60mk_default;Moth
weapons/su_r_60mk_default/short;Moth
weapons/su_r_60;Blind Moth
weapons/su_r_60/short;Blind Moth
weapons/su_r_60m;Moth
weapons/su_r_60m/short;Moth
weapons/su_r_60m_default;Moth
weapons/su_r_60m_default/short;Moth
weapons/su_r_60_default;Blind Moth
weapons/su_r_60_default/short;Blind Moth
weapons/su_r_27r;R-27R air-to-air missiles
weapons/su_r_27r/short;R-27R
weapons/su_r_27r_default;R-27R air-to-air missiles
weapons/su_r_27r_default/short;R-27R
weapons/su_r_27t;R-27T air-to-air missiles
weapons/su_r_27t/short;R-27T
weapons/su_r_73;SRAAM
weapons/su_r_73/short;SRAAM
weapons/su_r_73_default;SRAAM
weapons/su_r_73_default/short;SRAAM
weapons/su_r_73e;Prigozhin's Extra Ammo Delivery
weapons/su_r_73e/short;Prigozhin's Extra Ammo Delivery
weapons/su_r_73e_default;Prigozhin's Extra Ammo Delivery
weapons/su_r_73e_default/short;Prigozhin's Extra Ammo Delivery
weapons/su_r_77;Prigozhin’s autonomous extra ammo delivery
weapons/su_r_77/short;Prigozhin’s autonomous extra ammo delivery
weapons/su_r_77_default;Prigozhin’s autonomous extra ammo delivery
weapons/su_r_77_default/short;Prigozhin’s autonomous extra ammo delivery
weapons/su_rvv_ae;RVV-AE air-to-air missiles
weapons/su_rvv_ae/short;RVV-AE
weapons/su_rvv_ae_default;RVV-AE air-to-air missiles
weapons/su_rvv_ae_default/short;RVV-AE
weapons/su_r_27er;Ракету?
weapons/su_r_27er/short;Ракету?
weapons/su_r_27er_default;R-27ER air-to-air missiles
weapons/su_r_27er_default/short;R-27ER
weapons/su_r_27et;R-27ET air-to-air missiles
weapons/su_r_27et/short;R-27ET
weapons/su_r_27et1;R-27ET1 air-to-air missiles
weapons/su_r_27et1/short;R-27ET1
weapons/su_r_27r1;5g cell tower
weapons/su_r_27r1/short;5g cell tower
weapons/su_r_27r1_default;5g cell tower
weapons/su_r_27r1_default/short;5g cell tower
weapons/su_r_27t1;R-27T1 air-to-air missiles
weapons/su_r_27t1/short;R-27T1
weapons/su_r_27er1;Raketen?
weapons/su_r_27er1/short;Raketen?
weapons/us_aim9l_sidewinder;Catch this L
weapons/us_aim9l_sidewinder/short;Catch this L
weapons/us_aim9l_i_sidewinder;AIM-9M? Sidewinder air-to-air missiles
weapons/us_aim9l_i_sidewinder/short;AIM-9M?
weapons/us_aim9l_i_sidewinder_default;AIM-9M? Sidewinder air-to-air missiles
weapons/us_aim9l_i_sidewinder_default/short;AIM-9M?
weapons/us_aim9l_sidewinder_default;Catch this L
weapons/us_aim9l_sidewinder_default/short;Catch this L
weapons/us_aim9l_sidewinder_bol_pod;Catch this L
weapons/us_aim9l_sidewinder_bol_pod/short;Catch this L
weapons/us_aim9l_sidewinder_default_bol_pod;Catch this L
weapons/us_aim9l_sidewinder_default_bol_pod/short;Catch this L
weapons/us_aim9m_sidewinder;John Cena
weapons/us_aim9m_sidewinder/short;John Cena
weapons/us_aim9m_sidewinder_default;John Cena
weapons/us_aim9m_sidewinder_default/short;John Cena
weapons/us_aim9m_sidewinder_bol_pod;John Cena
weapons/us_aim9m_sidewinder_bol_pod/short;John Cena
weapons/us_aim9l_i_1_sidewinder;AIM-9L/I-1 Sidewinder air-to-air missiles
weapons/us_aim9l_i_1_sidewinder/short;AIM-9L/I-1
weapons/us_aim9l_i_1_sidewinder_default;AIM-9L/I-1 Sidewinder air-to-air missiles
weapons/us_aim9l_i_1_sidewinder_default/short;AIM-9L/I-1
weapons/it_aspide_1a;Asspie air-to-air missiles
weapons/it_aspide_1a/short;Asspie
weapons/ir_yasser;Yasser rockets
weapons/ir_yasser/short;Yasser
weapons/ir_sedjil;Sedjeel air-to-air missiles
weapons/ir_sedjil/short;Sedjeel
weapons/ir_fakour_90;Fucker-90 air-to-air missiles
weapons/ir_fakour_90/short;Fucker-90
weapons/swd_rb74;RB 74 air-to-air missiles
weapons/swd_rb74/short;RB 74
weapons/swd_rb74_default;RB 74 air-to-air missiles
weapons/swd_rb74_default/short;RB 74
weapons/swd_rb74_bol_pod;RB 74 air-to-air missiles
weapons/swd_rb74_bol_pod/short;RB 74
weapons/swd_rb74m;RB 74(M) air-to-air missiles
weapons/swd_rb74m/short;RB 74(M)
weapons/swd_rb74m_default;RB 74(M) air-to-air missiles
weapons/swd_rb74m_default/short;RB 74(M)
weapons/swd_rb74m_bol_pod;RB 74(M) air-to-air missiles
weapons/swd_rb74m_bol_pod/short;RB 74(M)
weapons/us_aim9e_sidewinder;Flares reinforced
weapons/us_aim9e_sidewinder/short;Flares reinforced
weapons/us_aim9e_sidewinder_default;Flares reinforced
weapons/us_aim9e_sidewinder_default/short;Flares reinforced
weapons/su_9M39;9M39 Igla air-to-air missiles
weapons/su_9M39/short;9M39
weapons/su_9M336;9M336 Verba air-to-air missiles
weapons/su_9M336/short;9M336
weapons/atam_mistral;Misstral air-to-air missiles
weapons/atam_mistral/short;Misstral
weapons/atam_mistral_a129;Misstral air-to-air missiles
weapons/atam_mistral_a129/short;Misstral
weapons/fr_aa20;NordVPN™
weapons/fr_aa20/short;NordVPN™
weapons/uk_firestreak;Firestreak air-to-air missiles
weapons/uk_firestreak/short;Firestreak
weapons/uk_firestreak_default;Firestreak air-to-air missiles
weapons/uk_firestreak_default/short;Firestreak
weapons/uk_firestreak_Javelin;Firestreak air-to-air missiles
weapons/uk_firestreak_Javelin/short;Firestreak
weapons/uk_redtop;Rat Top air-to-air missiles
weapons/uk_redtop/short;Rat Top
weapons/us_starstreak;Starstreak air-to-air missiles
weapons/us_starstreak/short;Starstreak
weapons/fr_r_550_magic;Matra R550 Magic 1 air-to-air missiles
weapons/fr_r_550_magic/short;Matra R550 Magic 1
weapons/fr_r_550_magic_2;Nice flares bozo
weapons/fr_r_550_magic_2/short;Nice flares bozo
weapons/fr_r_550_magic_2_default;Nice flares bozo
weapons/fr_r_550_magic_2_default/short;Nice flares bozo
weapons/fr_r_530_matra_ir;Matra R530E air-to-air missiles
weapons/fr_r_530_matra_ir/short;Matra R530E
weapons/fr_r_530_matra_radar;Matra R530 air-to-air missiles
weapons/fr_r_530_matra_radar/short;Matra R530
weapons/fr_r_511_matra;Pissile
weapons/fr_r_511_matra/short;Pissile
weapons/fr_matra_super_530f_default;Chaff Addict
weapons/fr_matra_super_530f_default/short;Chaff Addict
weapons/fr_matra_super_530f;Chaff Addict
weapons/fr_matra_super_530f/short;Chaff Addict
weapons/fr_matra_super_530f_mirage_2000;Chaff Addict
weapons/fr_matra_super_530f_mirage_2000/short;Chaff Addict
weapons/fr_matra_super_530f_mirage_2000_default;Chaff Addict
weapons/fr_matra_super_530f_mirage_2000_default/short;Chaff Addict
weapons/fr_matra_super_530d;Matra Super 530D air-to-air missiles
weapons/fr_matra_super_530d/short;Matra Super 530D
weapons/fr_matra_super_530d_default;Matra Super 530D air-to-air missiles
weapons/fr_matra_super_530d_default/short;Matra Super 530D
weapons/fr_mica_em;Michael
weapons/fr_mica_em/short;Michael
weapons/fr_mica_em_default;Michael
weapons/fr_mica_em_default/short;Michael
weapons/su_r_3s;Stolen sidewinder's autistic brother
weapons/su_r_3s/short;Stolen sidewinder's autistic brother
weapons/su_r_3r;Жопа
weapons/su_r_3r/short;Жопа
weapons/su_pl2;PLAP-2 air-to-air missiles
weapons/su_pl2/short;PLAP-2
weapons/su_pl2_default;PLAP-2 air-to-air missiles
weapons/su_pl2_default/short;PLAP-2
weapons/su_r_3r_default;Жопа
weapons/su_r_3r_default/short;Жопа
weapons/su_pl5b;PLAP-5B air-to-air missiles
weapons/su_pl5b/short;PLAP-5B
weapons/su_pl5b_default;PLAP-5B air-to-air missiles
weapons/su_pl5b_default/short;PLAP-5B
weapons/su_pl5c;PLAP-5C air-to-air missiles
weapons/su_pl5c/short;PLAP-5C
weapons/su_pl5c_default;PLAP-5C air-to-air missiles
weapons/su_pl5c_default/short;PLAP-5C
weapons/su_pl7;PLAP-7 air-to-air missiles
weapons/su_pl7/short;PLAP-7
weapons/su_pl8;PLAP-8 air-to-air missiles
weapons/su_pl8/short;PLAP-8
weapons/su_pl8_default;PLAP-8 air-to-air missiles
weapons/su_pl8_default/short;PLAP-8
weapons/cn_pl11;PLAP-11 air-to-air missiles
weapons/cn_pl11/short;PLAP-11
weapons/cn_pl12;PLAP-12 air-to-air missiles
weapons/cn_pl12/short;PLAP-12
weapons/cn_pl12_default;PLAP-12 air-to-air missiles
weapons/cn_pl12_default/short;PLAP-12
weapons/jp_aam3;AAM-3 air-to-air missiles
weapons/jp_aam3/short;AAM-3
weapons/jp_aam4;WEEBRAM
weapons/jp_aam4/short;WEEBRAM
weapons/su_pl5e2;PLAP-5EII air-to-air missiles
weapons/su_pl5e2/short;PLAP-5EII
weapons/su_pl5e2_default;PLAP-5EII air-to-air missiles
weapons/su_pl5e2_default/short;PLAP-5EII
weapons/cn_sd10a;SD-10(A) air-to-air missiles
weapons/cn_sd10a/short;SD-10
weapons/cn_sd10a_default;SD-10(A) air-to-air missiles
weapons/cn_sd10a_default/short;SD-10
weapons/br_maa_1;YOU ARE GOING TO BRAZIL
weapons/br_maa_1/short;YOU ARE GOING TO BRAZIL
weapons/br_maa_1_default;YOU ARE GOING TO BRAZIL
weapons/br_maa_1_default/short;YOU ARE GOING TO BRAZIL
weapons/su_r_3s_default;Stolen sidewinder's autistic brother
weapons/su_r_3s_default/short;Stolen sidewinder's autistic brother
weapons/su_r_13m;R-13M air-to-air missiles
weapons/su_r_13m/short;R-13M
weapons/su_r_13m1;R-13M1 air-to-air missiles
weapons/su_r_13m1/short;R-13M1
weapons/su_r_13m1_default;R-13M1 air-to-air missiles
weapons/su_r_13m1_default/short;R-13M1
weapons/su_r_23r;R-23R air-to-air missiles
weapons/su_r_23r/short;R-23R
weapons/su_r_23t;R-23T air-to-air missiles
weapons/su_r_23t/short;R-23T
weapons/su_r_24t;R-24T air-to-air missiles
weapons/su_r_24t/short;R-24T
weapons/su_r_24r;Telephone Pole
weapons/su_r_24r/short;Telephone Pole
weapons/cn_ty_90;XINA NUMBA WAN air-to-air missiles
weapons/cn_ty_90/short;XINA NUMBA WAN
weapons/cannonM39A1;20 mm M39A1 cannon
weapons/cannonM39A2;Inconsistency is Key
weapons/cannonM39A3;20 mm M39A3 cannon
weapons/cannonM39A2/short;Inconsistency is Key
weapons/cannonM39A3/short;M39A3
weapons/bomb_mark36_srboc_launcher;130 mm Mark 36 SRBOC decoy system
weapons/bomb_mark36_srboc_launcher/short;130 mm Mark 36 SRBOC
weapons/fr_sneb_type26_TDA;SNEB type 26 rockets
weapons/fr_sneb_type26_TDA/short;SNEB type 26
weapons/us_aim92_stinger;ATAS (AIM-92) missiles
weapons/us_aim92_stinger/short;ATAS
weapons/us_aim92_stinger_atas_tiger;ATAS (AIM-92) missiles
weapons/us_aim92_stinger_atas_tiger/short;ATAS
weapons/us_aim92_stinger_left;ATAS (AIM-92) missiles
weapons/us_aim92_stinger_left/short;ATAS
weapons/us_aim92_stinger_right;ATAS (AIM-92) missiles
weapons/us_aim92_stinger_right/short;ATAS
weapons/zt_6_mokopa;ZT-6 Mokopa air-to-ground missiles
weapons/zt_6_mokopa/short;ZT-6 Mokopa
weapons/sa_zt_35_ingwe;ZT3A2 Ingwe air-to-ground missiles
weapons/sa_zt_35_ingwe/short;ZT3A2 Ingwe
weapons/sa_zt_35_ingwe_default;ZT3A2 Ingwe air-to-ground missiles
weapons/sa_zt_35_ingwe_default/short;ZT3A2 Ingwe
weapons/euro_hot3;HOT-3 air-to-ground missiles
weapons/euro_hot3/short;HOT-3
weapons/euro_atgw3;Spike from Kroger
weapons/euro_atgw3/short;Spike from Kroger
weapons/us_agm_65a;AGM-65A air-to-ground missile
weapons/us_agm_65a/short;AGM-65A
weapons/us_agm_65b;Airfield AA remover
weapons/us_agm_65b/short;Airfield AA remover
weapons/us_agm_65d;Cooler airfield AA remover
weapons/us_agm_65d/short;Cooler airfield AA remover
weapons/us_agm_65e;AGM-65E air-to-ground missile
weapons/us_agm_65e/short;AGM-65E
weapons/us_agm_65e2;AGM-65E2 air-to-ground missile
weapons/us_agm_65e2/short;AGM-65E2
weapons/us_agm_65f;AGM-65F air-to-ground missile
weapons/us_agm_65f/short;AGM-65F
weapons/us_agm_65g;Just spawn SPAA bro
weapons/us_agm_65g/short;Just spawn SPAA bro
weapons/us_agm_65h;AGM-65H air-to-ground missile
weapons/us_agm_65h/short;AGM-65H
weapons/us_agm_65l;AGM-65L air-to-ground missile
weapons/us_agm_65l/short;AGM-65L
weapons/uk_brimstone_dm;Semi-Active Laser mode Brimstone air-to-ground missile
weapons/uk_brimstone_dm/short;Brimstone (SAL)
weapons/su_9m133_kornet;9M133M-2 ATGM
weapons/su_9m133_kornet/short;9M133M-2
weapons/su_9m133fm3_kornet;9M133FM3 ATGM
weapons/su_9m133fm3_kornet/short;9M133FM3
weapons/su_9M127;9K127 Vikhr air-to-ground missiles
weapons/su_9M127/short;9K127 Vikhr
weapons/su_9m127_1;9K127 Vikhr air-to-ground missiles
weapons/su_9m127_1/short;9K127 Vikhr
weapons/cn_akd_9;AKD-9 air-to-ground missiles
weapons/cn_akd_9/short;AKD-9
weapons/cn_akd_9_default;AKD-9 air-to-ground missiles
weapons/cn_akd_9_default/short;AKD-9
